,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
12820,Japan,JPN,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1960,42.8020464384101
12821,Japan,JPN,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1960,2.5974025974026
12822,Japan,JPN,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1960,7.86304604486423
12823,Japan,JPN,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,59.8235664776307
12824,Japan,JPN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,139257.992
12825,Japan,JPN,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1960,14.6359700905155
12826,Japan,JPN,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1960,2.87962903813447
12827,Japan,JPN,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1960,0.0
12828,Japan,JPN,Consumer price index (2010 = 100),FP.CPI.TOTL,1960,18.6754525860996
12829,Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,7.6
12830,Japan,JPN,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1960,360.0
12831,Japan,JPN,Deposit interest rate (%),FR.INR.DPST,1960,4.3
12832,Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1960,1110.26340464143
12833,Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1960,11.082251082251101
12834,Japan,JPN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1960,32.2077922077922
12835,Japan,JPN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1960,50.6493506493506
12836,Japan,JPN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1960,0.0865800865800866
12837,Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1960,0.0
12838,Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1960,17.0562770562771
12839,Japan,JPN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,1960,49.3506493506493
12840,Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1960,0.0
12841,Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1960,0.0
12842,Japan,JPN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1960,41.8826608599674
12843,Japan,JPN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1960,873.910314846485
12844,Japan,JPN,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1960,2890775615935.49
12845,Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,10.7229408129351
12846,Japan,JPN,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1960,19323859068.4453
12847,Japan,JPN,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1960,1891616105517.65
12848,Japan,JPN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1960,1710378057728.0
12849,Japan,JPN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,4751050160.35556
12850,Japan,JPN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,0.434980425289213
12851,Japan,JPN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1960,-558060404736.0
12852,Japan,JPN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1960,69382176768.0
12853,Japan,JPN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1960,192728268.8
12854,Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,2.001
12855,Japan,JPN,Fixed telephone subscriptions,IT.MLT.MAIN,1960,3632938.0
12856,Japan,JPN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1960,3.927468526364661
12857,Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1960,93.7763804893598
12858,Japan,JPN,GDP (constant LCU),NY.GDP.MKTP.KN,1960,67955685001545.9
12859,Japan,JPN,GDP (current LCU),NY.GDP.MKTP.CN,1960,15950643462144.0
12860,Japan,JPN,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,654850991853.052
12861,Japan,JPN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,44307342950.4
12862,Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1960,23.472125197150397
12863,Japan,JPN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,7079.426404552959
12864,Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1960,734651.511144665
12865,Japan,JPN,GDP per capita (current LCU),NY.GDP.PCAP.CN,1960,172438.32245863302
12866,Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,478.995340162869
12867,Japan,JPN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,11.464022409301698
12868,Japan,JPN,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1960,138499011382.035
12869,Japan,JPN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1960,14919065253110.0
12870,Japan,JPN,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1960,1828585340928.0
12871,Japan,JPN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,5079403724.8
12872,Japan,JPN,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1960,651366226289.446
12873,Japan,JPN,GNI (constant LCU),NY.GNP.MKTP.KN,1960,67626076575192.7
12874,Japan,JPN,GNI (current LCU),NY.GNP.MKTP.CN,1960,15874600730624.0
12875,Japan,JPN,GNI (current US$),NY.GNP.MKTP.CD,1960,44096113140.6222
12876,Japan,JPN,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1960,7041.7534962859
12877,Japan,JPN,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1960,731088.198840465
12878,Japan,JPN,GNI per capita (current LCU),NY.GNP.PCAP.CN,1960,171616.243958189
12879,Japan,JPN,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1960,675990000000.0
12880,Japan,JPN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1960,68954844511963.7
12881,Japan,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1960,29.5517061549717
12882,Japan,JPN,Gross fixed capital formation (constant 2005 US$),NE.GDI.FTOT.KD,1960,124810647051.821
12883,Japan,JPN,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,1960,13530183877404.6
12884,Japan,JPN,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,1960,4713687285760.0
12885,Japan,JPN,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1960,13093575793.7778
12886,Japan,JPN,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1960,659914224647.088
12887,Japan,JPN,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1960,68837579031460.6
12888,Japan,JPN,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1960,15881261285376.0
12889,Japan,JPN,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,44114614681.6
12890,Japan,JPN,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1960,23.070627277751605
12891,Japan,JPN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,9.0
12892,Japan,JPN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,10.2879603876459
12893,Japan,JPN,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1960,24387091862.4808
12894,Japan,JPN,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1960,2773510135432.37
12895,Japan,JPN,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1960,1640995880960.0
12896,Japan,JPN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,4558321891.55556
12897,Japan,JPN,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,1960,3.87208333266667
12898,Japan,JPN,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,0.7488072614296909
12899,Japan,JPN,"International migrant stock, total",SM.POP.TOTL,1960,692651.0
12900,Japan,JPN,Lending interest rate (%),FR.INR.LEND,1960,8.17208333266667
12901,Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,70.14
12902,Japan,JPN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,65.31
12903,Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,67.6660975609756
12904,Japan,JPN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,4054720000.0
12905,Japan,JPN,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,3912800000.0
12906,Japan,JPN,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,5.42322633408301
12907,Japan,JPN,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,13.629625843385801
12908,Japan,JPN,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,4.9683091392353305
12909,Japan,JPN,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,2.5863831527295
12910,Japan,JPN,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,5.21876916785933
12911,Japan,JPN,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,5.83469638110816
12912,Japan,JPN,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,32.4141279901861
12913,Japan,JPN,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,3.08730320997751
12914,Japan,JPN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,62.162645675730886
12915,Japan,JPN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,4491110000.0
12916,Japan,JPN,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,4163200000.0
12917,Japan,JPN,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,3.59338970023059
12918,Japan,JPN,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,8.495868562644121
12919,Japan,JPN,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,5.8800922367409685
12920,Japan,JPN,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,2.87999615680246
12921,Japan,JPN,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,3.44926979246733
12922,Japan,JPN,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,2.54852036894696
12923,Japan,JPN,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,23.3498270561107
12924,Japan,JPN,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1960,10.1196195234435
12925,Japan,JPN,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,73.0567832436587
12926,Japan,JPN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,19.2876156206583
12927,Japan,JPN,Mobile cellular subscriptions,IT.CEL.SETS,1960,0.0
12928,Japan,JPN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0.0
12929,Japan,JPN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,149.155
12930,Japan,JPN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,217.422
12931,Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1960,30.4
12932,Japan,JPN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1960,39.7
12933,Japan,JPN,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1960,-344092577916.17896
12934,Japan,JPN,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1960,5378286080.0
12935,Japan,JPN,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1960,14939683.5555556
12936,Japan,JPN,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1960,-76042731520.0
12937,Japan,JPN,Net income from abroad (current US$),NY.GSR.NFCY.CD,1960,-211229809.777778
12938,Japan,JPN,Number of infant deaths,SH.DTH.IMRT,1960,48865.0
12939,Japan,JPN,Number of under-five deaths,SH.DTH.MORT,1960,63789.0
12940,Japan,JPN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1960,360.000000359
12941,Japan,JPN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1960,1.0
12942,Japan,JPN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,5.72591981250229
12943,Japan,JPN,Population growth (annual %),SP.POP.GROW,1960,0.889609025572938
12944,Japan,JPN,Population in largest city,EN.URB.LCTY,1960,16678821.0
12945,Japan,JPN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,28.4976708683427
12946,Japan,JPN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1960,37518937.0
12947,Japan,JPN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,40.5607621539897
12948,Japan,JPN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,30.15923416148589
12949,Japan,JPN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,64.1148460260118
12950,Japan,JPN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,50.940519901059396
12951,Japan,JPN,"Population, total",SP.POP.TOTL,1960,92500572.0
12952,Japan,JPN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,1960,2.0900833326666697
12953,Japan,JPN,Rural population,SP.RUR.TOTL,1960,33973610.0
12954,Japan,JPN,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,36.728
12955,Japan,JPN,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,-1.6720488012868602
12956,Japan,JPN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,75.34566
12957,Japan,JPN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,65.19896
12958,Japan,JPN,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1960,999159510417.836
12959,Japan,JPN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1960,1953371599.99294
12960,Japan,JPN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1960,1702000000.0
12961,Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,21.010901200580896
12962,Japan,JPN,"Trademark applications, direct nonresident",IP.TMK.NRES,1960,2712.0
12963,Japan,JPN,"Trademark applications, direct resident",IP.TMK.RESD,1960,36377.0
12964,Japan,JPN,"Trademark applications, total",IP.TMK.TOTL,1960,39089.0
12965,Japan,JPN,Urban population,SP.URB.TOTL,1960,58526962.0
12966,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,63.272
12967,Japan,JPN,Urban population growth (annual %),SP.URB.GROW,1960,2.40726261252606
12968,Japan,JPN,Wholesale price index (2010 = 100),FP.WPI.TOTL,1960,49.339706716357604
37895,Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1961,3.9606
37896,Japan,JPN,Age dependency ratio (% of working-age population),SP.POP.DPND,1961,54.161499967720296
37897,Japan,JPN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1961,8.997203812406811
37898,Japan,JPN,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1961,45.1642961553135
37899,Japan,JPN,Agricultural land (% of land area),AG.LND.AGRI.ZS,1961,19.3891464412326
37900,Japan,JPN,Agricultural land (sq. km),AG.LND.AGRI.K2,1961,71100.0
37901,Japan,JPN,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1961,6978.0
37902,Japan,JPN,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,1961,12.328621908127198
37903,Japan,JPN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1961,6.39675944191993
37904,Japan,JPN,Arable land (% of land area),AG.LND.ARBL.ZS,1961,15.4349604581402
37905,Japan,JPN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,1961,0.0596147161981399
37906,Japan,JPN,Arable land (hectares),AG.LND.ARBL.HA,1961,5660000.0
37907,Japan,JPN,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1961,61000000.0
37908,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,356000000.0
37909,Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1961,17.0
37910,Japan,JPN,Cereal production (metric tons),AG.PRD.CREL.MT,1961,20318660.0
37911,Japan,JPN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1961,4173.512
37912,Japan,JPN,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1961,0.3858675787841521
37913,Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,1961,283118.06899999996
37914,Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1961,2.98197938763258
37915,Japan,JPN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,1961,32.3925774359698
37916,Japan,JPN,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1961,0.722732394731048
37917,Japan,JPN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1961,2046.1860000000001
37918,Japan,JPN,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1961,38.07167743857421
37919,Japan,JPN,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1961,107787.79800000001
37920,Japan,JPN,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1961,43.2371410428279
37921,Japan,JPN,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1961,2.7446553305581003
37922,Japan,JPN,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1961,7.39081351866225
37923,Japan,JPN,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1961,56.86531014027221
37924,Japan,JPN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1961,160995.968
37925,Japan,JPN,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1961,14.2348126719819
37926,Japan,JPN,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1961,3.09685051479803
37927,Japan,JPN,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1961,0.0
37928,Japan,JPN,Consumer price index (2010 = 100),FP.CPI.TOTL,1961,19.684809626344
37929,Japan,JPN,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,1961,120.82
37930,Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1961,7.4
37931,Japan,JPN,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1961,360.0
37932,Japan,JPN,Deposit interest rate (%),FR.INR.DPST,1961,4.0
37933,Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1961,1246.0107643533502
37934,Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1961,10.446631339894001
37935,Japan,JPN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1961,28.538985616956897
37936,Japan,JPN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,1961,51.476154428463296
37937,Japan,JPN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1961,0.0757002271006813
37938,Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1961,0.0
37939,Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1961,19.9091597274792
37940,Japan,JPN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,1961,48.523845571536704
37941,Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1961,0.0
37942,Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1961,0.0
37943,Japan,JPN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1961,45.394394456696
37944,Japan,JPN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1961,962.907112688666
37945,Japan,JPN,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1961,2983667109558.23
37946,Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1961,9.27792129717682
37947,Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1961,5.25268106871873
37948,Japan,JPN,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1961,20338879755.4794
37949,Japan,JPN,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1961,1990976666585.01
37950,Japan,JPN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1961,1787215478784.0
37951,Japan,JPN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1961,4964487441.06667
37952,Japan,JPN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1961,-1.6237184910384097
37953,Japan,JPN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1961,-1155907452928.0
37954,Japan,JPN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1961,-312778555392.0
37955,Japan,JPN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1961,-868829320.5333331
37956,Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1961,2.05
37957,Japan,JPN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1961,67.64
37958,Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1961,93.6032405580801
37959,Japan,JPN,GDP (constant LCU),NY.GDP.MKTP.KN,1961,76139952666020.8
37960,Japan,JPN,GDP (current LCU),NY.GDP.MKTP.CN,1961,19263102386176.0
37961,Japan,JPN,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1961,733718209475.1
37962,Japan,JPN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1961,53508617739.3778
37963,Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1961,25.2995985835077
37964,Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,12.043536408011699
37965,Japan,JPN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1961,7727.98636524125
37966,Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1961,801954.3585732579
37967,Japan,JPN,GDP per capita (current LCU),NY.GDP.PCAP.CN,1961,202891.233541978
37968,Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,1961,563.586759838827
37969,Japan,JPN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1961,9.16119362821803
37970,Japan,JPN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1961,10.9884171153606
37971,Japan,JPN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1961,5.89081082529145
37972,Japan,JPN,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1961,146657726137.45
37973,Japan,JPN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1961,15797919164072.5
37974,Japan,JPN,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1961,2116710039552.0
37975,Japan,JPN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1961,5879750109.866672
37976,Japan,JPN,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1961,729358091248.271
37977,Japan,JPN,GNI (constant LCU),NY.GNP.MKTP.KN,1961,75723339864376.4
37978,Japan,JPN,GNI (current LCU),NY.GNP.MKTP.CN,1961,19158079111168.0
37979,Japan,JPN,GNI (current US$),NY.GNP.MKTP.CD,1961,53216886419.9111
37980,Japan,JPN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1961,11.973581345030999
37981,Japan,JPN,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1961,7682.062829784929
37982,Japan,JPN,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1961,797566.3278427729
37983,Japan,JPN,GNI per capita (current LCU),NY.GNP.PCAP.CN,1961,201785.061680882
37984,Japan,JPN,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1961,9.093038173471381
37985,Japan,JPN,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1961,756450000000.0
37986,Japan,JPN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1961,77132643108994.0
37987,Japan,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1961,32.5370238497923
